team1,team2,venue,toss_winner,toss_decision,winner,date,team1_matches_played,team1_win_rate,team1_form_5,team2_matches_played,team2_win_rate,team2_form_5,team1_h2h_wins,team2_h2h_wins,team1_venue_matches,team1_venue_win_rate,team2_venue_matches,team2_venue_win_rate,team1_won_toss,team2_won_toss
Norway,France,Santarem Cricket Ground,Norway,1,France,2026-04-09,65,0.47692307692307695,2,58,0.3620689655172414,2,3,3,10,0.3,6,0.3333333333333333,1,0
Mozambique,Brazil,"Botswana Cricket Association Oval 1, Gaborone",Mozambique,1,Brazil,2026-04-10,57,0.3684210526315789,3,45,0.5111111111111111,5,0,1,17,0.35294117647058826,2,1.0,1,0
Botswana,Brazil,"Botswana Cricket Association Oval 1, Gaborone",Brazil,0,Brazil,2026-04-10,107,0.3925233644859813,3,46,0.5217391304347826,5,0,1,28,0.5714285714285714,3,1.0,0,1
Lesotho,Malawi,"Botswana Cricket Association Oval 2, Gaborone",Malawi,0,Malawi,2026-04-10,39,0.10256410256410256,1,69,0.37681159420289856,3,0,5,11,0.09090909090909091,3,0.6666666666666666,0,1
Malawi,Zambia,"Botswana Cricket Association Oval 2, Gaborone",Malawi,1,Malawi,2026-04-10,70,0.38571428571428573,3,15,0.26666666666666666,0,1,0,4,0.75,2,0.0,1,0
Botswana,Brazil,"Botswana Cricket Association Oval 1, Gaborone",Botswana,1,Brazil,2026-04-11,108,0.3888888888888889,2,47,0.5319148936170213,5,0,2,29,0.5517241379310345,4,1.0,1,0
Indonesia,Sweden,Udayana Cricket Ground,Sweden,0,Sweden,2026-04-11,129,0.5736434108527132,1,49,0.4897959183673469,5,0,4,80,0.6375,4,1.0,0,1
Mozambique,Malawi,"Botswana Cricket Association Oval 2, Gaborone",Malawi,0,Malawi,2026-04-11,58,0.3620689655172414,2,71,0.39436619718309857,4,0,1,13,0.46153846153846156,5,0.8,0,1
Lesotho,Zambia,"Botswana Cricket Association Oval 2, Gaborone",Lesotho,1,Lesotho,2026-04-11,40,0.1,1,16,0.25,0,1,0,12,0.08333333333333333,3,0.0,1,0
Sweden,Indonesia,Udayana Cricket Ground,Sweden,1,Sweden,2026-04-11,50,0.5,5,130,0.5692307692307692,0,5,0,5,1.0,81,0.6296296296296297,1,0
Botswana,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",Botswana,1,Botswana,2026-04-11,109,0.3853211009174312,2,59,0.3559322033898305,2,9,1,30,0.5333333333333333,18,0.3333333333333333,1,0
Sweden,Indonesia,Udayana Cricket Ground,Sweden,1,Indonesia,2026-04-13,51,0.5098039215686274,5,131,0.5648854961832062,0,6,0,6,1.0,82,0.6219512195121951,1,0
Sweden,Indonesia,Udayana Cricket Ground,Sweden,1,Sweden,2026-04-13,52,0.5,4,132,0.5681818181818182,1,6,1,7,0.8571428571428571,83,0.6265060240963856,1,0
Namibia,Scotland,"Namibia Cricket Ground, Windhoek",Namibia,1,Scotland,2026-04-15,185,0.5459459459459459,0,165,0.5393939393939394,2,3,4,8,0.75,0,0.0,1,0
Scotland,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,0,Scotland,2026-04-17,166,0.5421686746987951,2,186,0.543010752688172,0,5,3,1,1.0,9,0.6666666666666666,0,1
India,South Africa,"Kingsmead, Durban",South Africa,0,South Africa,2026-04-17,409,0.6577017114914425,4,362,0.5165745856353591,2,30,20,1,1.0,5,0.2,0,1
United States of America,Nepal,"Gahanga International Cricket Stadium, Rwanda",Nepal,0,United States of America,2026-04-18,96,0.5208333333333334,2,180,0.5888888888888889,1,0,2,0,0.0,0,0.0,0,1
Scotland,Namibia,"Namibia Cricket Ground, Windhoek",Scotland,1,Namibia,2026-04-18,167,0.5449101796407185,3,187,0.5401069518716578,0,6,3,2,1.0,10,0.6,1,0
Italy,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,0,Italy,2026-04-18,64,0.59375,2,162,0.4567901234567901,2,0,0,0,0.0,45,0.24444444444444444,0,1
India,South Africa,"Kingsmead, Durban",South Africa,0,South Africa,2026-04-19,410,0.6560975609756098,4,363,0.5179063360881543,3,30,21,2,0.5,6,0.3333333333333333,0,1
Nepal,Italy,"Gahanga B Ground, Rwanda",Nepal,1,Nepal,2026-04-19,181,0.585635359116022,1,65,0.6,2,0,1,0,0.0,0,0.0,1,0
Rwanda,Vanuatu,"Gahanga B Ground, Rwanda",Rwanda,1,Rwanda,2026-04-19,163,0.4539877300613497,2,56,0.5,4,0,0,13,0.6923076923076923,0,0.0,1,0
Nepal,United Arab Emirates,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,1,United Arab Emirates,2026-04-20,182,0.5879120879120879,2,222,0.6036036036036037,1,9,6,34,0.47058823529411764,1,1.0,1,0
United Arab Emirates,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,0,Nepal,2026-04-21,223,0.6053811659192825,2,183,0.5846994535519126,2,7,9,2,1.0,35,0.45714285714285713,0,1
Vanuatu,Italy,"Gahanga International Cricket Stadium, Rwanda",Italy,0,Italy,2026-04-21,57,0.49122807017543857,3,66,0.5909090909090909,2,0,0,0,0.0,1,1.0,0,1
Rwanda,United States of America,"Gahanga International Cricket Stadium, Rwanda",Rwanda,1,Rwanda,2026-04-21,164,0.4573170731707317,3,97,0.5257731958762887,3,0,0,46,0.2391304347826087,1,1.0,1,0
India,South Africa,"The Wanderers Stadium, Johannesburg",South Africa,0,South Africa,2026-04-22,411,0.6545012165450121,3,364,0.5192307692307693,3,30,22,2,1.0,6,0.16666666666666666,0,1
United States of America,Vanuatu,"Gahanga B Ground, Rwanda",United States of America,1,United States of America,2026-04-22,98,0.5204081632653061,3,58,0.4827586206896552,2,0,0,0,0.0,1,0.0,1,0
Rwanda,Nepal,"Gahanga B Ground, Rwanda",Rwanda,1,Nepal,2026-04-22,165,0.46060606060606063,3,184,0.5869565217391305,3,0,0,14,0.7142857142857143,1,1.0,1,0
United States of America,Italy,"Gahanga International Cricket Stadium, Rwanda",United States of America,1,United States of America,2026-04-24,99,0.5252525252525253,4,67,0.5970149253731343,2,0,0,2,0.5,2,1.0,1,0
Vanuatu,Nepal,"Gahanga International Cricket Stadium, Rwanda",Vanuatu,1,Vanuatu,2026-04-24,59,0.4745762711864407,1,185,0.5891891891891892,3,0,0,1,0.0,1,0.0,1,0
Chile,Costa Rica,Los Reyes Polo Club,Costa Rica,0,Costa Rica,2026-04-25,4,0.0,0,14,0.14285714285714285,1,0,0,0,0.0,4,0.25,0,1
India,South Africa,"The Wanderers Stadium, Johannesburg",South Africa,0,India,2026-04-25,412,0.6529126213592233,2,365,0.5205479452054794,4,30,23,3,0.6666666666666666,7,0.2857142857142857,0,1
Rwanda,Vanuatu,"Gahanga B Ground, Rwanda",Rwanda,1,Rwanda,2026-04-26,166,0.4578313253012048,2,60,0.48333333333333334,1,1,0,15,0.6666666666666666,2,0.0,1,0
Nepal,United States of America,"Gahanga B Ground, Rwanda",Nepal,1,United States of America,2026-04-26,186,0.5860215053763441,3,100,0.53,4,2,1,2,1.0,1,1.0,1,0
Chile,Costa Rica,Los Reyes Polo Club,Costa Rica,0,Costa Rica,2026-04-26,5,0.0,0,15,0.2,1,0,1,1,0.0,5,0.4,0,1
New Zealand,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,0,Bangladesh,2026-04-27,364,0.5494505494505495,3,297,0.4107744107744108,5,20,4,0,0.0,6,0.3333333333333333,0,1
South Africa,India,"Willowmoore Park, Benoni",South Africa,1,South Africa,2026-04-27,366,0.5191256830601093,3,413,0.6537530266343826,2,23,31,7,0.42857142857142855,0,0.0,1,0
Italy,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Italy,1,Rwanda,2026-04-27,68,0.5882352941176471,2,167,0.46107784431137727,3,1,0,3,0.6666666666666666,47,0.2553191489361702,1,0
United States of America,Vanuatu,"Gahanga International Cricket Stadium, Rwanda",United States of America,1,United States of America,2026-04-27,101,0.5346534653465347,4,61,0.47540983606557374,1,1,0,3,0.6666666666666666,2,0.5,1,0
Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,0,Sri Lanka,2026-04-28,337,0.42433234421364985,2,298,0.412751677852349,5,21,12,9,0.6666666666666666,15,0.26666666666666666,0,1
Nepal,Rwanda,"Gahanga B Ground, Rwanda",Nepal,1,Nepal,2026-04-28,187,0.5828877005347594,2,168,0.4642857142857143,4,1,0,3,0.6666666666666666,16,0.6875,1,0
Vanuatu,Italy,"Gahanga B Ground, Rwanda",Italy,0,Italy,2026-04-28,62,0.46774193548387094,1,69,0.5797101449275363,2,0,1,3,0.0,1,0.0,0,1
Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,0,Sri Lanka,2026-04-30,338,0.4260355029585799,3,299,0.411371237458194,4,22,12,10,0.7,16,0.25,0,1
Nepal,Vanuatu,"Gahanga International Cricket Stadium, Rwanda",Nepal,1,Nepal,2026-04-30,188,0.5851063829787234,3,63,0.4603174603174603,1,0,1,2,0.0,3,0.3333333333333333,1,0
Italy,United States of America,"Gahanga International Cricket Stadium, Rwanda",Italy,1,United States of America,2026-04-30,70,0.5857142857142857,2,102,0.5392156862745098,4,0,1,4,0.5,4,0.75,1,0
Indonesia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,0,Malaysia,2026-05-01,133,0.5639097744360902,1,184,0.5108695652173914,1,0,3,1,1.0,46,0.5869565217391305,0,1
Italy,Nepal,"Gahanga B Ground, Rwanda",Nepal,0,Nepal,2026-05-01,71,0.5774647887323944,2,189,0.5873015873015873,3,1,1,2,0.5,4,0.75,0,1
Germany,Austria,Bayer Uerdingen Cricket Ground,Austria,0,Germany,2026-05-01,106,0.5754716981132075,4,75,0.6533333333333333,3,9,1,24,0.6666666666666666,4,0.75,0,1
Austria,Germany,Bayer Uerdingen Cricket Ground,Germany,0,Germany,2026-05-01,76,0.6447368421052632,3,107,0.5794392523364486,5,1,10,5,0.6,25,0.68,0,1
Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",New Zealand,0,New Zealand,2026-05-02,300,0.41,3,365,0.547945205479452,2,5,20,32,0.53125,5,0.4,0,1
Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,0,Sri Lanka,2026-05-02,339,0.4277286135693215,4,301,0.40863787375415284,2,23,12,11,0.7272727272727273,17,0.23529411764705882,0,1
Germany,Austria,Bayer Uerdingen Cricket Ground,Germany,1,Austria,2026-05-02,108,0.5833333333333334,5,77,0.6363636363636364,2,11,1,26,0.6923076923076923,6,0.5,1,0
Malaysia,Indonesia,"Bayuemas Oval, Kuala Lumpur",Indonesia,0,Malaysia,2026-05-02,185,0.5135135135135135,2,134,0.5597014925373134,1,4,0,47,0.5957446808510638,2,0.5,0,1
Isle of Man,Guernsey,"King George V Sports Ground, Castel",Guernsey,0,Guernsey,2026-05-02,34,0.5588235294117647,1,36,0.5,0,0,1,0,0.0,6,0.5,0,1
Austria,Germany,Bayer Uerdingen Cricket Ground,Austria,1,Germany,2026-05-03,78,0.6410256410256411,2,109,0.5779816513761468,4,2,11,7,0.5714285714285714,27,0.6666666666666666,1,0
Guernsey,Isle of Man,"King George V Sports Ground, Castel",Isle of Man,0,Guernsey,2026-05-03,37,0.5135135135135135,1,35,0.5428571428571428,1,2,0,7,0.5714285714285714,1,0.0,0,1
Malaysia,Indonesia,"Bayuemas Oval, Kuala Lumpur",Malaysia,1,Malaysia,2026-05-04,186,0.5161290322580645,3,135,0.5555555555555556,1,5,0,48,0.6041666666666666,3,0.3333333333333333,1,0
Indonesia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Indonesia,1,Malaysia,2026-05-05,136,0.5514705882352942,1,187,0.5187165775401069,3,0,6,4,0.25,49,0.6122448979591837,1,0
Malta,Gibraltar,Marsa Sports Club,Gibraltar,0,Malta,2026-05-07,72,0.4027777777777778,2,58,0.3793103448275862,3,6,2,34,0.5294117647058824,9,0.1111111111111111,0,1
Malta,Gibraltar,Marsa Sports Club,Malta,1,Malta,2026-05-07,73,0.410958904109589,3,59,0.3728813559322034,2,7,2,35,0.5428571428571428,10,0.1,1,0
Malaysia,China,"Mission Road Ground, Mong Kok, Hong Kong",China,0,Malaysia,2026-05-07,188,0.5212765957446809,4,39,0.358974358974359,3,1,1,5,0.4,8,0.0,0,1
Hong Kong,Malaysia,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,1,Hong Kong,2026-05-07,187,0.5133689839572193,4,189,0.5238095238095238,5,12,12,21,0.7619047619047619,6,0.5,1,0
Malta,Gibraltar,Marsa Sports Club,Malta,1,Malta,2026-05-08,74,0.4189189189189189,4,60,0.36666666666666664,1,8,2,36,0.5555555555555556,11,0.09090909090909091,1,0
Gibraltar,Malta,Marsa Sports Club,Gibraltar,1,Malta,2026-05-08,61,0.36065573770491804,1,75,0.4266666666666667,5,2,9,12,0.08333333333333333,37,0.5675675675675675,1,0
Cyprus,Finland,Happy Valley Ground,Cyprus,1,Cyprus,2026-05-08,48,0.7083333333333334,4,37,0.3783783783783784,1,0,1,15,0.6,0,0.0,1,0
Cyprus,Finland,Happy Valley Ground,Cyprus,1,Finland,2026-05-08,49,0.7142857142857143,4,38,0.3684210526315789,0,1,1,16,0.625,1,0.0,1,0
Hong Kong,China,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,1,Hong Kong,2026-05-08,188,0.5159574468085106,4,40,0.35,3,9,2,22,0.7727272727272727,9,0.0,1,0
South Korea,Cook Islands,"Korogi Sports Park, Nisshin",Cook Islands,0,Cook Islands,2026-05-08,21,0.09523809523809523,1,29,0.3448275862068966,0,0,0,0,0.0,0,0.0,0,1
Vanuatu,Fiji,"Korogi Sports Park, Nisshin",Vanuatu,1,Vanuatu,2026-05-08,64,0.453125,1,27,0.4074074074074074,3,4,1,0,0.0,0,0.0,1,0
Indonesia,Philippines,Sano International Cricket Ground,Philippines,0,Indonesia,2026-05-08,137,0.5474452554744526,0,53,0.39622641509433965,3,6,8,6,0.6666666666666666,4,0.25,0,1
Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Romania,2026-05-08,60,0.6,2,60,0.26666666666666666,1,7,1,29,0.5862068965517241,9,0.0,1,0
Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Romania,2026-05-09,61,0.6065573770491803,2,61,0.26229508196721313,0,8,1,30,0.6,10,0.0,1,0
Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Romania,2026-05-09,62,0.6129032258064516,3,62,0.25806451612903225,0,9,1,31,0.6129032258064516,11,0.0,1,0
Finland,Cyprus,Happy Valley Ground,Finland,1,Finland,2026-05-09,39,0.38461538461538464,1,50,0.7,3,2,1,2,0.5,17,0.5882352941176471,1,0
Denmark,Greece,"Marina Ground, Corfu",Denmark,1,Denmark,2026-05-09,54,0.4444444444444444,1,34,0.23529411764705882,1,1,0,0,0.0,9,0.1111111111111111,1,0
Finland,Cyprus,Happy Valley Ground,Finland,1,Finland,2026-05-09,40,0.4,2,51,0.6862745098039216,2,3,1,3,0.6666666666666666,18,0.5555555555555556,1,0
Japan,Vanuatu,"Korogi Sports Park, Nisshin",Japan,1,Japan,2026-05-09,88,0.5909090909090909,3,65,0.46153846153846156,1,1,5,0,0.0,1,1.0,1,0
Gibraltar,Malta,Marsa Sports Club,Gibraltar,1,Malta,2026-05-09,62,0.3548387096774194,0,76,0.4342105263157895,5,2,10,13,0.07692307692307693,38,0.5789473684210527,1,0
Indonesia,Samoa,Sano International Cricket Ground,Samoa,0,Samoa,2026-05-09,138,0.5507246376811594,1,41,0.2682926829268293,1,1,0,7,0.7142857142857143,0,0.0,0,1
Papua New Guinea,South Korea,"Korogi Sports Park, Nisshin",Papua New Guinea,1,Papua New Guinea,2026-05-09,107,0.5514018691588785,2,22,0.09090909090909091,1,0,0,0,0.0,1,0.0,1,0
Greece,Denmark,"Marina Ground, Corfu",Greece,1,Greece,2026-05-09,35,0.22857142857142856,1,55,0.45454545454545453,1,0,2,10,0.1,1,1.0,1,0
Hong Kong,Malaysia,"Mission Road Ground, Mong Kok, Hong Kong",Malaysia,0,Hong Kong,2026-05-10,189,0.5185185185185185,4,190,0.5210526315789473,4,13,12,23,0.782608695652174,7,0.42857142857142855,0,1
Greece,Denmark,"Marina Ground, Corfu",Greece,1,Denmark,2026-05-10,36,0.25,2,56,0.44642857142857145,1,1,2,11,0.18181818181818182,2,0.5,1,0
Romania,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Romania,2026-05-10,63,0.6190476190476191,3,63,0.25396825396825395,0,10,1,32,0.625,12,0.0,1,0
Hong Kong,China,"Mission Road Ground, Mong Kok, Hong Kong",China,0,Hong Kong,2026-05-10,190,0.5210526315789473,4,41,0.34146341463414637,2,10,2,24,0.7916666666666666,10,0.0,0,1
Samoa,Philippines,Sano International Cricket Ground,Samoa,1,Samoa,2026-05-10,42,0.2857142857142857,1,54,0.3888888888888889,2,1,0,1,1.0,5,0.2,1,0
Fiji,Japan,"Korogi Sports Park, Nisshin",Fiji,1,Japan,2026-05-10,28,0.39285714285714285,2,89,0.5955056179775281,4,0,4,1,0.0,1,1.0,1,0
Papua New Guinea,Cook Islands,"Korogi Sports Park, Nisshin",Papua New Guinea,1,Papua New Guinea,2026-05-10,108,0.5555555555555556,2,30,0.36666666666666664,1,1,0,1,1.0,1,1.0,1,0
Greece,Denmark,"Marina Ground, Corfu",Greece,1,Denmark,2026-05-10,37,0.24324324324324326,2,57,0.45614035087719296,2,1,3,12,0.16666666666666666,3,0.6666666666666666,1,0
Hong Kong,Malaysia,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,1,Hong Kong,2026-05-11,191,0.5235602094240838,4,191,0.518324607329843,3,14,12,25,0.8,8,0.375,1,0
Vanuatu,Samoa,Sano International Cricket Ground,Vanuatu,1,Samoa,2026-05-12,66,0.45454545454545453,1,43,0.3023255813953488,2,5,4,0,0.0,2,1.0,1,0
Japan,Indonesia,Sano International Cricket Ground,Japan,1,Japan,2026-05-12,90,0.6,5,139,0.5467625899280576,1,5,5,25,0.84,8,0.625,1,0
Philippines,South Korea,Sano International Cricket Ground 2,Philippines,1,Philippines,2026-05-12,55,0.38181818181818183,1,23,0.08695652173913043,1,5,1,1,1.0,0,0.0,1,0
Pakistan,Zimbabwe,"National Stadium, Karachi",Pakistan,1,Pakistan,2026-05-12,411,0.5255474452554745,3,240,0.4583333333333333,0,19,3,15,0.6,0,0.0,1,0
Cook Islands,Vanuatu,Sano International Cricket Ground,Cook Islands,1,Cook Islands,2026-05-13,31,0.3548387096774194,1,67,0.44776119402985076,1,3,3,5,0.2,1,0.0,1,0
Fiji,South Korea,Sano International Cricket Ground 2,Fiji,1,South Korea,2026-05-13,29,0.3793103448275862,2,24,0.08333333333333333,1,0,0,0,0.0,1,0.0,1,0
Samoa,Papua New Guinea,Sano International Cricket Ground,Samoa,1,Papua New Guinea,2026-05-13,44,0.3181818181818182,3,109,0.5596330275229358,3,2,4,3,1.0,0,0.0,1,0
Pakistan,Zimbabwe,"National Stadium, Karachi",Pakistan,1,Pakistan,2026-05-14,412,0.5266990291262136,4,241,0.45643153526970953,0,20,3,16,0.625,1,0.0,1,0
Japan,Cook Islands,Sano International Cricket Ground,Japan,1,Cook Islands,2026-05-14,91,0.6043956043956044,5,32,0.375,2,4,0,26,0.8461538461538461,6,0.3333333333333333,1,0
Papua New Guinea,Indonesia,Sano International Cricket Ground,Papua New Guinea,1,Papua New Guinea,2026-05-14,110,0.5636363636363636,4,140,0.5428571428571428,1,3,0,1,1.0,9,0.5555555555555556,1,0
Fiji,Philippines,Sano International Cricket Ground 2,Fiji,1,Philippines,2026-05-14,30,0.36666666666666664,2,56,0.39285714285714285,1,1,0,1,0.0,2,1.0,1,0
Pakistan,Zimbabwe,"National Stadium, Karachi",Pakistan,1,Pakistan,2026-05-15,413,0.5278450363196125,4,242,0.45454545454545453,0,21,3,17,0.6470588235294118,2,0.0,1,0
Vanuatu,Indonesia,Sano International Cricket Ground,Indonesia,0,Vanuatu,2026-05-16,68,0.4411764705882353,1,141,0.5390070921985816,1,2,0,2,0.0,10,0.5,0,1
Samoa,Japan,Sano International Cricket Ground,Samoa,1,Japan,2026-05-16,45,0.3111111111111111,3,92,0.5978260869565217,4,0,3,4,0.75,27,0.8148148148148148,1,0
Switzerland,Jersey,Happy Valley Ground,Switzerland,1,Jersey,2026-05-16,38,0.7368421052631579,5,64,0.609375,3,0,1,0,0.0,0,0.0,1,0
Guernsey,Sweden,Happy Valley Ground 2,Sweden,0,Guernsey,2026-05-16,38,0.5263157894736842,2,53,0.5094339622641509,4,0,0,0,0.0,0,0.0,0,1
Cyprus,France,Happy Valley Ground,Cyprus,1,France,2026-05-16,52,0.6730769230769231,1,59,0.3728813559322034,3,0,0,19,0.5263157894736842,0,0.0,1,0
Malta,Austria,Happy Valley Ground 2,Austria,0,Austria,2026-05-16,77,0.44155844155844154,5,79,0.6329113924050633,2,0,2,0,0.0,2,0.5,0,1
Philippines,South Korea,Sano International Cricket Ground 2,Philippines,1,South Korea,2026-05-16,57,0.40350877192982454,2,25,0.12,1,6,1,3,1.0,2,0.5,1,0
Fiji,South Korea,Sano International Cricket Ground 2,South Korea,0,South Korea,2026-05-17,31,0.3548387096774194,1,26,0.15384615384615385,2,0,1,2,0.0,3,0.6666666666666666,0,1
Jersey,Cyprus,Happy Valley Ground 2,Jersey,1,Jersey,2026-05-17,65,0.6153846153846154,3,53,0.660377358490566,1,0,0,0,0.0,12,0.8333333333333334,1,0
Slovenia,Austria,Happy Valley Ground,Slovenia,1,Austria,2026-05-17,15,0.06666666666666667,0,80,0.6375,2,0,4,0,0.0,0,0.0,1,0
France,Croatia,Happy Valley Ground 2,France,1,France,2026-05-17,60,0.38333333333333336,4,34,0.20588235294117646,0,0,0,0,0.0,0,0.0,1,0
Papua New Guinea,Vanuatu,Sano International Cricket Ground,Papua New Guinea,1,Papua New Guinea,2026-05-17,111,0.5675675675675675,4,69,0.4492753623188406,2,8,1,2,1.0,3,0.3333333333333333,1,0
Cook Islands,Indonesia,Sano International Cricket Ground,Indonesia,0,Cook Islands,2026-05-17,33,0.3939393939393939,3,142,0.5352112676056338,1,0,4,7,0.42857142857142855,11,0.45454545454545453,0,1
Malta,Guernsey,Happy Valley Ground,Guernsey,0,Guernsey,2026-05-17,78,0.4358974358974359,4,39,0.5384615384615384,3,0,1,0,0.0,0,0.0,0,1
Japan,Papua New Guinea,Sano International Cricket Ground,Japan,1,Japan,2026-05-18,93,0.6021505376344086,4,112,0.5714285714285714,5,0,4,28,0.8214285714285714,3,1.0,1,0
Cook Islands,Samoa,Sano International Cricket Ground,Samoa,0,Samoa,2026-05-18,34,0.4117647058823529,4,46,0.30434782608695654,3,3,1,8,0.5,5,0.6,0,1
Guernsey,Austria,Happy Valley Ground 2,Austria,0,Guernsey,2026-05-19,40,0.55,4,81,0.6419753086419753,3,0,1,1,1.0,3,0.6666666666666666,0,1
Croatia,Switzerland,Happy Valley Ground,Croatia,1,Croatia,2026-05-19,35,0.2,0,39,0.717948717948718,4,0,1,0,0.0,1,0.0,1,0
Slovenia,Sweden,Happy Valley Ground 2,Slovenia,1,Sweden,2026-05-19,16,0.0625,0,54,0.5,3,0,1,0,0.0,1,0.0,1,0
France,Jersey,Happy Valley Ground,Jersey,0,Jersey,2026-05-19,61,0.39344262295081966,4,66,0.6212121212121212,4,1,0,1,1.0,1,1.0,0,1
Sweden,Malta,Happy Valley Ground,Malta,0,Malta,2026-05-20,55,0.509090909090909,3,79,0.43037974683544306,3,0,0,0,0.0,1,0.0,0,1
Malaysia,Nepal,"Bayuemas Oval, Kuala Lumpur",Malaysia,1,Nepal,2026-05-20,192,0.515625,2,190,0.5894736842105263,3,6,17,50,0.62,12,0.6666666666666666,1,0
New Zealand,England,"County Ground, Derby",England,0,England,2026-05-20,366,0.5491803278688525,3,374,0.6417112299465241,4,13,39,0,0.0,3,0.3333333333333333,0,1
Jersey,Croatia,Happy Valley Ground 2,Croatia,0,Jersey,2026-05-20,67,0.6268656716417911,4,36,0.2222222222222222,1,0,0,1,1.0,1,0.0,0,1
Slovenia,Guernsey,Happy Valley Ground,Slovenia,1,Guernsey,2026-05-20,17,0.058823529411764705,0,41,0.5609756097560976,5,0,1,1,0.0,1,1.0,1,0
Switzerland,Cyprus,Happy Valley Ground 2,Cyprus,0,Switzerland,2026-05-20,40,0.7,3,54,0.6481481481481481,0,0,0,0,0.0,13,0.7692307692307693,0,1
Malaysia,Nepal,"Bayuemas Oval, Kuala Lumpur",Malaysia,1,Nepal,2026-05-22,193,0.5129533678756477,1,191,0.5916230366492147,4,6,18,51,0.6078431372549019,13,0.6923076923076923,1,0
Slovenia,Malta,Happy Valley Ground 2,Slovenia,1,Malta,2026-05-22,18,0.05555555555555555,0,80,0.4375,3,0,0,1,0.0,1,0.0,1,0
Croatia,Cyprus,Happy Valley Ground,Cyprus,0,Croatia,2026-05-22,37,0.21621621621621623,1,55,0.6363636363636364,0,0,4,1,1.0,20,0.5,0,1
Austria,Sweden,Happy Valley Ground 2,Sweden,0,Sweden,2026-05-22,82,0.6341463414634146,3,56,0.5,2,3,0,4,0.5,2,0.5,0,1
France,Switzerland,Happy Valley Ground,France,1,France,2026-05-22,62,0.3870967741935484,3,41,0.7073170731707317,3,0,2,2,0.5,2,0.0,1,0
Botswana,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Sierra Leone,0,Botswana,2026-05-23,110,0.39090909090909093,3,78,0.4230769230769231,1,3,5,31,0.5483870967741935,12,0.8333333333333334,0,1
Guernsey,Jersey,Happy Valley Ground 2,Guernsey,1,Jersey,2026-05-23,42,0.5714285714285714,5,68,0.6323529411764706,4,2,8,2,1.0,2,1.0,1,0
Kenya,Mali,"Botswana Cricket Association Oval 2, Gaborone",Kenya,1,Kenya,2026-05-23,139,0.5251798561151079,2,10,0.0,0,1,0,1,1.0,0,0.0,1,0
Croatia,Austria,Happy Valley Ground,Croatia,1,Austria,2026-05-23,38,0.23684210526315788,2,83,0.6265060240963856,2,0,0,2,1.0,1,1.0,1,0
